property_id,street_address,city,state,zip_code,county,latitude,longitude,year_built,square_footage,construction_type,roof_type,stories,occupancy_type,flood_zone,wind_zone,property_value,created_at,updated_at
PROP-0001208,6545 Birch Dr,Orlando,FL,32517,Orlando County,36.7966691,-89.6724277,2016,2300,CONCRETE,SHINGLE,1,PRIMARY,V,4,364021.01,2022-12-07T00:00:00,2023-03-24T00:00:00
PROP-0001209,4316 Walnut St,Austin,TX,77034,Austin County,36.5907949,-91.5338677,2007,3400,STEEL,SHINGLE,2,VACANT,X500,3,568851.91,2022-05-28T00:00:00,2022-07-07T00:00:00
PROP-0001210,8733 Elm Blvd,Birmingham,AL,35571,Birmingham County,28.5709841,-106.2925871,1953,1600,STEEL,WOOD_SHAKE,1,PRIMARY,V,2,1420043.98,2021-05-09T00:00:00,2021-06-15T00:00:00
PROP-0001211,1328 Laurel Pl,Jackson,MS,39193,Jackson County,40.0791228,-105.2592397,1963,1500,STEEL,SHINGLE,2,PRIMARY,B,2,955839.09,2024-04-08T00:00:00,2024-08-25T00:00:00
PROP-0001212,9151 Palm Dr,Atlanta,GA,30157,Atlanta County,27.9872642,-119.4431243,1986,3500,WOOD,SHINGLE,1,SECONDARY,V,1,1355854.05,2021-07-03T00:00:00,2021-10-16T00:00:00
PROP-0001213,3120 Pecan Way,Chicago,IL,60873,Chicago County,39.0900294,-121.335799,1962,4200,FRAME,SHINGLE,2,PRIMARY,VE,1,648088.2,2021-06-29T00:00:00,2021-08-17T00:00:00
PROP-0001214,276 Oak Ln,Jackson,MS,39535,Jackson County,28.5475358,-105.8161717,1993,3700,MASONRY,METAL,3,VACANT,VE,1,1305496.21,2023-11-04T00:00:00,2024-02-24T00:00:00
PROP-0001215,7367 Palm Dr,Lake Charles,LA,71481,Lake Charles County,25.0905994,-114.2191344,1985,4400,FRAME,WOOD_SHAKE,1,RENTAL,B,1,301908.74,2024-05-21T00:00:00,2024-08-18T00:00:00
PROP-0001216,9989 Pine Dr,Naperville,IL,60469,Naperville County,36.9121437,-80.3825148,1963,3900,MASONRY,SLATE,2,SECONDARY,AE,4,395536.32,2023-12-02T00:00:00,2024-05-16T00:00:00
PROP-0001217,1074 Cedar Way,Orlando,FL,34263,Orlando County,32.6935625,-95.5812072,2022,1800,STEEL,TILE,2,RENTAL,C,2,915119.19,2022-05-29T00:00:00,2022-08-04T00:00:00
PROP-0001218,109 Willow Way,Naperville,IL,60910,Naperville County,32.1178295,-102.212885,1952,3100,STEEL,SHINGLE,1,PRIMARY,AE,5,1442959.35,2022-07-16T00:00:00,2022-08-28T00:00:00
PROP-0001219,1373 Bay Ct,Chicago,IL,62448,Chicago County,39.9959841,-113.5193492,1971,1000,CONCRETE,METAL,2,PRIMARY,VE,2,1356228.21,2021-01-16T00:00:00,2021-04-15T00:00:00
PROP-0001220,207 Cedar Dr,Columbia,SC,29518,Columbia County,25.6925291,-88.3781502,1976,4900,CONCRETE,METAL,2,PRIMARY,AE,5,1336325.46,2020-12-20T00:00:00,2021-02-15T00:00:00
PROP-0001221,647 Pine Way,Augusta,GA,31874,Augusta County,38.8237095,-88.4244132,1992,2600,MANUFACTURED,TILE,2,SECONDARY,VE,2,498251.42,2024-01-10T00:00:00,2024-03-13T00:00:00
PROP-0001222,218 Walnut St,Mobile,AL,36182,Mobile County,37.6925582,-100.311904,2004,4900,MASONRY,SHINGLE,1,RENTAL,B,1,309603.06,2020-09-27T00:00:00,2021-02-22T00:00:00
PROP-0001223,9904 Palm Ct,Jacksonville,FL,34988,Jacksonville County,35.2194392,-118.1085186,1992,1100,FRAME,TILE,1,VACANT,X,2,186860.62,2024-03-18T00:00:00,2024-07-13T00:00:00
PROP-0001224,1174 Bay St,Wilmington,NC,28233,Wilmington County,35.1200585,-85.8535742,1985,4900,FRAME,SLATE,1,VACANT,C,5,1480096.82,2020-11-23T00:00:00,2020-12-18T00:00:00
PROP-0001225,7412 Maple Dr,Springfield,IL,60371,Springfield County,31.3304097,-92.2079265,1973,1600,STEEL,METAL,2,SECONDARY,X,3,623995.1,2022-03-21T00:00:00,2022-04-26T00:00:00
PROP-0001226,7449 Walnut Dr,Fort Lauderdale,FL,32010,Fort Lauderdale County,34.7083922,-117.0330755,2004,4200,CONCRETE,METAL,2,RENTAL,A,2,316025.79,2020-09-03T00:00:00,2020-09-30T00:00:00
PROP-0001227,5910 Oak Ct,Austin,TX,75644,Austin County,28.5680235,-90.0367059,1979,1400,WOOD,WOOD_SHAKE,1,SECONDARY,A,5,1288920.41,2021-11-10T00:00:00,2022-03-14T00:00:00
PROP-0001228,7737 Birch Blvd,Rockford,IL,61198,Rockford County,37.6012329,-86.1613401,1967,1700,FRAME,SLATE,2,RENTAL,C,5,1203528.03,2021-06-18T00:00:00,2021-11-16T00:00:00
PROP-0001229,8992 Cypress Pl,New Orleans,LA,70065,New Orleans County,33.3760582,-107.1830321,1988,4400,MASONRY,TILE,2,SECONDARY,X,3,215290.5,2024-04-29T00:00:00,2024-10-04T00:00:00
PROP-0001230,8994 Pecan Ln,Tampa,FL,33345,Tampa County,25.974611,-101.1303256,1993,4800,WOOD,METAL,2,SECONDARY,V,3,1073248.45,2022-08-14T00:00:00,2022-12-14T00:00:00
PROP-0001231,8421 Elm Way,Lafayette,LA,70726,Lafayette County,36.1938565,-89.7275798,1972,3100,CONCRETE,TILE,2,RENTAL,C,1,1195744.56,2020-02-06T00:00:00,2020-05-16T00:00:00
PROP-0001232,3107 Laurel Ct,Lake Charles,LA,70023,Lake Charles County,34.0658218,-108.4825749,1970,5000,MANUFACTURED,FLAT,1,RENTAL,X500,2,864508.3,2020-12-19T00:00:00,2021-02-05T00:00:00
PROP-0001233,308 Maple Blvd,Naperville,IL,62530,Naperville County,29.1766259,-111.9648134,1973,2600,WOOD,SLATE,1,PRIMARY,A,5,1077075.23,2023-08-16T00:00:00,2023-11-30T00:00:00
PROP-0001234,2301 Palm Way,Mobile,AL,35043,Mobile County,40.6155332,-84.7583752,2006,1100,WOOD,METAL,2,SECONDARY,AE,4,1267054.5,2020-03-22T00:00:00,2020-09-03T00:00:00
PROP-0001235,1326 Oak Ave,Miami,FL,33838,Miami County,29.1753755,-90.4273169,1979,4200,WOOD,TILE,1,RENTAL,X500,1,203317.77,2023-06-12T00:00:00,2023-11-10T00:00:00
PROP-0001236,866 Palm St,Greenville,SC,29828,Greenville County,32.843861,-95.0006633,1950,2800,STEEL,METAL,2,VACANT,A,4,1465375.37,2023-11-24T00:00:00,2023-12-27T00:00:00
PROP-0001237,8713 Hickory Ct,Huntsville,AL,35011,Huntsville County,34.7315294,-113.9561565,1977,1900,MASONRY,METAL,2,VACANT,X,2,1297493.36,2023-12-22T00:00:00,2024-06-11T00:00:00
PROP-0001238,6823 Maple St,Dallas,TX,79189,Dallas County,29.4025786,-92.647743,1975,3500,CONCRETE,TILE,3,PRIMARY,X,3,471950.94,2024-05-29T00:00:00,2024-08-10T00:00:00
PROP-0001239,3027 Cypress Pl,Corpus Christi,TX,79259,Corpus Christi County,33.8971013,-103.0292132,1975,3400,FRAME,FLAT,2,SECONDARY,B,5,495090.83,2022-07-30T00:00:00,2023-01-05T00:00:00
PROP-0001240,7855 Magnolia Ct,Orlando,FL,32375,Orlando County,34.3581432,-123.1299959,2004,1300,STEEL,SLATE,2,SECONDARY,V,3,1070213.17,2020-05-22T00:00:00,2020-06-01T00:00:00
PROP-0001241,7395 Elm Ln,Shreveport,LA,71244,Shreveport County,26.32208,-102.1667487,2021,2200,CONCRETE,METAL,2,RENTAL,VE,5,1249958.92,2021-03-24T00:00:00,2021-08-17T00:00:00
PROP-0001242,276 Cedar Ct,Asheville,NC,27978,Asheville County,31.2852931,-114.0826421,2022,1600,STEEL,SLATE,2,RENTAL,X500,2,360961.2,2024-04-07T00:00:00,2024-07-27T00:00:00
PROP-0001243,9858 Magnolia Dr,Charlotte,NC,28653,Charlotte County,35.6389646,-110.2300989,1951,2500,MASONRY,SHINGLE,1,RENTAL,VE,3,1187926.42,2020-01-07T00:00:00,2020-06-09T00:00:00
PROP-0001244,3710 Cypress Ave,Miami,FL,32896,Miami County,32.2647979,-110.592113,2024,4900,MANUFACTURED,FLAT,2,RENTAL,VE,4,797368.14,2024-05-18T00:00:00,2024-09-28T00:00:00
PROP-0001245,939 Palm Way,Wilmington,NC,27279,Wilmington County,37.7915111,-86.8973808,1977,3000,STEEL,METAL,2,VACANT,V,4,1152126.07,2022-07-25T00:00:00,2022-11-05T00:00:00
PROP-0001246,4964 Bay Ave,Los Angeles,CA,93357,Los Angeles County,38.8800992,-91.1520282,1997,4400,FRAME,SHINGLE,1,VACANT,V,5,1277235.08,2023-09-11T00:00:00,2023-09-13T00:00:00
PROP-0001247,7545 Pecan Way,San Diego,CA,90147,San Diego County,41.596981,-108.0129993,1992,3500,FRAME,METAL,2,SECONDARY,VE,4,459152.87,2020-03-24T00:00:00,2020-07-10T00:00:00
PROP-0001248,6593 Cypress Pl,Springfield,IL,62137,Springfield County,25.3783039,-106.1997333,1977,1500,WOOD,TILE,1,SECONDARY,X,4,1340750.64,2020-02-25T00:00:00,2020-06-25T00:00:00
PROP-0001249,364 Walnut Pl,Naperville,IL,61692,Naperville County,33.6201339,-109.5197397,1960,4000,CONCRETE,WOOD_SHAKE,2,PRIMARY,X,4,1147030.42,2023-06-12T00:00:00,2023-11-05T00:00:00
PROP-0001250,2871 Hickory Pl,Mobile,AL,36213,Mobile County,37.6121468,-110.1438452,1988,4800,CONCRETE,SHINGLE,2,RENTAL,V,2,1256378.87,2023-10-24T00:00:00,2024-04-18T00:00:00
PROP-0001251,9291 Palm Ave,Jackson,MS,39461,Jackson County,36.6074978,-104.5175959,1983,3400,STEEL,TILE,1,PRIMARY,AE,4,1163468.55,2023-08-19T00:00:00,2024-01-13T00:00:00
PROP-0001252,9624 Cedar Ave,Jacksonville,FL,34182,Jacksonville County,38.8788185,-83.0584959,1974,3900,FRAME,SLATE,1,RENTAL,VE,2,738383.79,2023-04-03T00:00:00,2023-07-29T00:00:00
PROP-0001253,4399 Cedar Way,Fort Lauderdale,FL,33847,Fort Lauderdale County,27.6814962,-114.9251392,2004,4500,WOOD,WOOD_SHAKE,3,SECONDARY,AE,2,1439850.61,2021-09-22T00:00:00,2021-12-08T00:00:00
PROP-0001254,5978 Walnut Way,Chicago,IL,61413,Chicago County,41.8960264,-97.6521664,1964,1200,WOOD,METAL,2,VACANT,VE,1,602367.48,2021-08-01T00:00:00,2022-01-03T00:00:00
PROP-0001255,9298 Bay Ln,San Francisco,CA,94241,San Francisco County,38.799292,-93.3155118,1984,1200,STEEL,WOOD_SHAKE,2,VACANT,X500,5,1301246.0,2021-04-20T00:00:00,2021-04-21T00:00:00
PROP-0001256,3733 Pecan Ave,Montgomery,AL,36092,Montgomery County,33.9709669,-85.9973124,1984,1100,FRAME,FLAT,2,RENTAL,V,5,212278.14,2023-09-20T00:00:00,2023-09-20T00:00:00
PROP-0001257,7898 Oak Blvd,Greenville,SC,29690,Greenville County,30.0718447,-104.3642723,1955,1100,MASONRY,SHINGLE,2,PRIMARY,AE,4,306254.32,2020-08-22T00:00:00,2020-09-29T00:00:00
PROP-0001258,2948 Pecan Ln,San Francisco,CA,95348,San Francisco County,39.3216042,-109.6450449,2003,900,MANUFACTURED,SHINGLE,2,RENTAL,V,4,976511.15,2023-01-31T00:00:00,2023-02-22T00:00:00
PROP-0001259,7030 Bay Ave,San Antonio,TX,79686,San Antonio County,40.0374912,-107.0653483,2019,1500,MASONRY,FLAT,2,SECONDARY,A,5,126992.93,2020-01-05T00:00:00,2020-02-08T00:00:00
PROP-0001260,1030 Pecan Blvd,Tampa,FL,34963,Tampa County,28.3085117,-84.3403824,1965,2400,CONCRETE,METAL,1,VACANT,V,3,554291.19,2022-07-23T00:00:00,2022-12-03T00:00:00
PROP-0001261,279 Hickory Ln,Jackson,MS,39694,Jackson County,27.424271,-116.8585232,1960,3100,MASONRY,FLAT,2,PRIMARY,V,2,731111.67,2020-12-31T00:00:00,2021-03-04T00:00:00
PROP-0001262,9436 Cypress Way,Tampa,FL,34617,Tampa County,29.248735,-107.4242088,2020,3600,FRAME,TILE,3,RENTAL,VE,4,531908.01,2021-06-29T00:00:00,2021-12-22T00:00:00
PROP-0001263,3742 Hickory Way,Charlotte,NC,27874,Charlotte County,37.8162869,-93.2038579,1995,3600,CONCRETE,METAL,2,SECONDARY,X,3,1273368.21,2021-12-27T00:00:00,2022-05-06T00:00:00
PROP-0001264,9438 Cypress Pl,San Francisco,CA,91576,San Francisco County,31.2804576,-82.6809128,1965,3300,STEEL,TILE,3,SECONDARY,VE,4,134585.33,2021-12-22T00:00:00,2022-04-04T00:00:00
PROP-0001265,1307 Cedar Ct,Hattiesburg,MS,39549,Hattiesburg County,34.6381095,-102.6775177,1986,5000,MASONRY,TILE,2,RENTAL,V,5,824697.49,2023-04-13T00:00:00,2023-05-30T00:00:00
PROP-0001266,2210 Oak Way,Lafayette,LA,70660,Lafayette County,26.2354148,-104.0369844,2022,4400,WOOD,FLAT,1,RENTAL,X,5,1479078.75,2023-06-23T00:00:00,2023-11-23T00:00:00
PROP-0001267,3628 Magnolia Pl,Lake Charles,LA,71361,Lake Charles County,34.4516242,-103.5843823,2020,3900,STEEL,SLATE,1,VACANT,A,3,252413.63,2021-05-22T00:00:00,2021-07-26T00:00:00
PROP-0001268,4220 Bay Dr,San Francisco,CA,90651,San Francisco County,28.4024152,-100.7732713,1956,2000,WOOD,SHINGLE,1,SECONDARY,X,1,121649.97,2022-12-07T00:00:00,2022-12-24T00:00:00
PROP-0001269,7741 Bay Way,Wilmington,NC,27488,Wilmington County,37.3144039,-82.4686175,1956,2700,MANUFACTURED,WOOD_SHAKE,2,PRIMARY,B,5,180418.09,2023-08-29T00:00:00,2023-11-13T00:00:00
PROP-0001270,9519 Cypress Ct,Houston,TX,75991,Houston County,39.3414803,-103.3165982,1976,1000,WOOD,SLATE,2,RENTAL,X,3,306871.84,2022-11-23T00:00:00,2023-05-12T00:00:00
PROP-0001271,2579 Oak Blvd,Shreveport,LA,70353,Shreveport County,39.1380642,-122.6368694,1951,3900,STEEL,FLAT,2,PRIMARY,B,5,1366156.58,2021-11-05T00:00:00,2022-02-15T00:00:00
PROP-0001272,6162 Palm Blvd,Lake Charles,LA,71410,Lake Charles County,26.4479761,-95.0092027,2019,2300,MANUFACTURED,SHINGLE,2,VACANT,X,1,1409755.16,2020-03-10T00:00:00,2020-06-28T00:00:00
PROP-0001273,4857 Laurel St,Naperville,IL,60941,Naperville County,38.5218457,-110.4764407,2011,2400,FRAME,WOOD_SHAKE,1,SECONDARY,AE,2,764669.85,2020-11-09T00:00:00,2021-04-16T00:00:00
PROP-0001274,949 Cypress Pl,Macon,GA,31535,Macon County,35.920181,-120.7759182,1962,3000,FRAME,TILE,2,SECONDARY,A,2,1066913.91,2020-01-27T00:00:00,2020-07-04T00:00:00
PROP-0001275,8034 Pine Dr,Chicago,IL,61415,Chicago County,28.2279142,-91.8024543,1975,2600,CONCRETE,METAL,2,RENTAL,A,3,780602.87,2022-11-22T00:00:00,2022-11-28T00:00:00
PROP-0001276,3794 Magnolia Ave,Hattiesburg,MS,38698,Hattiesburg County,39.2279917,-105.8042905,1966,1200,WOOD,SHINGLE,2,PRIMARY,C,1,766316.19,2024-05-05T00:00:00,2024-07-05T00:00:00
PROP-0001277,4490 Magnolia Way,Lake Charles,LA,70342,Lake Charles County,25.6296699,-88.1865057,1994,4300,CONCRETE,SLATE,1,RENTAL,AE,1,535764.54,2020-06-09T00:00:00,2020-10-02T00:00:00
PROP-0001278,6092 Pine Ave,Wilmington,NC,28216,Wilmington County,35.9924118,-87.8646409,2000,800,FRAME,METAL,1,SECONDARY,A,3,532885.17,2023-10-02T00:00:00,2023-12-20T00:00:00
PROP-0001279,4173 Birch Blvd,Fort Worth,TX,76120,Fort Worth County,38.6726224,-122.9381197,1985,2100,WOOD,FLAT,1,SECONDARY,A,2,809512.96,2020-02-07T00:00:00,2020-06-25T00:00:00
PROP-0001280,444 Pecan Pl,Sacramento,CA,93479,Sacramento County,25.2116088,-106.7633457,1985,1800,WOOD,WOOD_SHAKE,1,VACANT,B,4,1087197.45,2023-07-10T00:00:00,2023-08-31T00:00:00
PROP-0001281,6940 Cedar Dr,Columbia,SC,29034,Columbia County,35.2833239,-103.389399,1993,2400,FRAME,SLATE,3,PRIMARY,X,4,140451.52,2024-01-16T00:00:00,2024-06-18T00:00:00
PROP-0001282,2855 Oak Ave,Sacramento,CA,93899,Sacramento County,35.4572721,-100.2025388,1955,4800,CONCRETE,TILE,1,SECONDARY,V,4,617572.69,2023-05-06T00:00:00,2023-05-30T00:00:00
PROP-0001283,9289 Oak Ct,Augusta,GA,30561,Augusta County,29.09647,-95.0418578,2020,1500,WOOD,WOOD_SHAKE,2,RENTAL,X500,2,288370.88,2021-11-24T00:00:00,2022-02-12T00:00:00
PROP-0001284,7921 Elm Ct,Greenville,SC,29447,Greenville County,33.1642108,-93.2781476,1950,1100,WOOD,WOOD_SHAKE,2,SECONDARY,VE,1,710186.12,2022-09-01T00:00:00,2022-09-17T00:00:00
PROP-0001285,9476 Magnolia Dr,Asheville,NC,28844,Asheville County,32.1608173,-89.1224246,1959,3200,STEEL,TILE,2,SECONDARY,VE,3,1078434.67,2023-06-18T00:00:00,2023-11-12T00:00:00
PROP-0001286,322 Cedar Way,Birmingham,AL,35278,Birmingham County,30.1205167,-118.2914455,1996,3900,WOOD,FLAT,1,VACANT,X,1,549514.62,2021-04-20T00:00:00,2021-05-03T00:00:00
PROP-0001287,6584 Pine Way,Mobile,AL,35057,Mobile County,25.7482855,-91.8389024,1955,4900,FRAME,WOOD_SHAKE,2,RENTAL,A,5,853926.5,2022-03-22T00:00:00,2022-04-21T00:00:00
PROP-0001288,2037 Cedar St,Tampa,FL,34540,Tampa County,35.8646072,-117.7008546,1955,1600,FRAME,SLATE,1,SECONDARY,VE,4,1154906.11,2023-04-28T00:00:00,2023-09-20T00:00:00
PROP-0001289,9512 Pecan Blvd,Biloxi,MS,39215,Biloxi County,25.8421628,-92.4692556,1979,3500,FRAME,TILE,2,VACANT,C,4,1406911.56,2020-08-17T00:00:00,2021-02-02T00:00:00
PROP-0001290,9775 Cedar St,Augusta,GA,31046,Augusta County,37.7018325,-81.6436505,1984,2600,MANUFACTURED,METAL,3,SECONDARY,AE,1,871561.88,2023-07-14T00:00:00,2023-12-22T00:00:00
PROP-0001291,6478 Magnolia Ct,Los Angeles,CA,93337,Los Angeles County,29.81769,-87.0854234,2020,2600,CONCRETE,FLAT,3,SECONDARY,V,5,1207766.79,2023-05-04T00:00:00,2023-08-06T00:00:00
PROP-0001292,8210 Oak Ct,New Orleans,LA,71162,New Orleans County,31.4580649,-113.6717152,2013,3400,FRAME,FLAT,2,RENTAL,X,1,715655.83,2023-06-16T00:00:00,2023-08-30T00:00:00
PROP-0001293,362 Cedar Dr,Gulfport,MS,39118,Gulfport County,31.2215321,-107.9326992,2003,1200,CONCRETE,TILE,2,PRIMARY,X500,2,1044734.85,2022-04-11T00:00:00,2022-09-20T00:00:00
PROP-0001294,5277 Palm St,San Antonio,TX,77277,San Antonio County,32.4806411,-121.2791114,2013,1600,MASONRY,METAL,1,SECONDARY,VE,5,543484.11,2020-07-11T00:00:00,2020-11-01T00:00:00
PROP-0001295,6250 Elm Ct,Naperville,IL,60622,Naperville County,36.5601599,-109.9255453,1957,3700,WOOD,SHINGLE,1,VACANT,AE,5,1405677.68,2023-12-24T00:00:00,2024-01-13T00:00:00
PROP-0001296,5020 Laurel Way,Sacramento,CA,93737,Sacramento County,32.3046483,-106.9128966,2005,1500,WOOD,TILE,1,RENTAL,X500,3,970625.81,2024-03-02T00:00:00,2024-07-23T00:00:00
PROP-0001297,6231 Pecan Pl,Hattiesburg,MS,38633,Hattiesburg County,41.4996758,-80.2719065,2020,3800,STEEL,WOOD_SHAKE,1,RENTAL,VE,1,1224109.19,2020-01-15T00:00:00,2020-02-09T00:00:00
PROP-0001298,9987 Magnolia Way,Springfield,IL,61540,Springfield County,28.6892359,-86.58641,1970,1700,MANUFACTURED,WOOD_SHAKE,2,VACANT,VE,2,378673.3,2020-02-22T00:00:00,2020-06-04T00:00:00
PROP-0001299,9286 Bay Blvd,Wilmington,NC,28040,Wilmington County,37.9724716,-88.1190054,1955,3700,STEEL,SLATE,2,SECONDARY,B,2,703800.4,2021-01-16T00:00:00,2021-03-17T00:00:00
PROP-0001300,8864 Laurel Ct,Springfield,IL,62028,Springfield County,25.7944796,-113.5148672,1978,1900,FRAME,SLATE,1,PRIMARY,AE,4,955923.22,2024-01-16T00:00:00,2024-03-14T00:00:00
PROP-0001301,2365 Pine Ln,Lake Charles,LA,70794,Lake Charles County,26.200236,-97.9964559,1985,1700,WOOD,SHINGLE,2,VACANT,C,3,1304065.12,2021-08-23T00:00:00,2021-11-15T00:00:00
PROP-0001302,1043 Bay Pl,Wilmington,NC,28065,Wilmington County,34.6626982,-97.18852,1966,1200,MASONRY,SLATE,3,PRIMARY,A,1,1097601.82,2022-03-07T00:00:00,2022-06-15T00:00:00
PROP-0001303,2635 Cedar Way,Raleigh,NC,27426,Raleigh County,33.3769733,-103.4326657,1977,2100,MASONRY,SHINGLE,2,PRIMARY,X,4,1398583.3,2023-10-11T00:00:00,2024-02-10T00:00:00
PROP-0001304,9250 Magnolia St,Jacksonville,FL,32758,Jacksonville County,38.5586977,-109.2574444,1950,2800,MASONRY,SLATE,2,RENTAL,V,3,200436.37,2021-02-28T00:00:00,2021-03-09T00:00:00
PROP-0001305,8227 Elm St,Biloxi,MS,39692,Biloxi County,39.7652166,-103.1773154,1956,3100,WOOD,TILE,2,VACANT,V,3,888228.01,2020-09-27T00:00:00,2020-09-27T00:00:00
PROP-0001306,4115 Hickory Way,Mobile,AL,35675,Mobile County,36.2601155,-108.2994722,1951,3300,CONCRETE,FLAT,2,RENTAL,X500,3,527387.02,2020-03-22T00:00:00,2020-07-24T00:00:00
PROP-0001307,3664 Birch Pl,Springfield,IL,62383,Springfield County,39.2569285,-92.8450316,1963,4600,FRAME,METAL,2,VACANT,A,5,1130931.81,2022-12-06T00:00:00,2023-02-24T00:00:00
PROP-0001308,3500 Cedar Way,Atlanta,GA,31347,Atlanta County,28.6801302,-118.2013248,1986,2200,WOOD,METAL,2,PRIMARY,V,1,302866.83,2023-05-08T00:00:00,2023-09-25T00:00:00
PROP-0001309,4823 Willow Ct,Chicago,IL,60742,Chicago County,25.2768219,-93.2086571,1963,1900,MANUFACTURED,FLAT,2,SECONDARY,V,2,1239601.01,2021-11-05T00:00:00,2022-03-20T00:00:00
PROP-0001310,2747 Magnolia Way,Asheville,NC,28474,Asheville County,36.8334159,-121.1745848,1988,4000,WOOD,SLATE,1,SECONDARY,VE,4,826720.62,2020-12-19T00:00:00,2021-05-07T00:00:00
PROP-0001311,9056 Laurel Ln,Jackson,MS,38759,Jackson County,33.8766613,-107.0855342,1992,1200,MANUFACTURED,TILE,2,RENTAL,C,4,514445.23,2023-09-08T00:00:00,2024-02-02T00:00:00
PROP-0001312,5417 Willow Way,Naperville,IL,62166,Naperville County,35.6000464,-99.0357635,2000,3200,MASONRY,WOOD_SHAKE,2,PRIMARY,X500,2,365889.47,2020-02-20T00:00:00,2020-03-21T00:00:00
PROP-0001313,2405 Palm Ave,Fort Lauderdale,FL,33261,Fort Lauderdale County,27.250944,-119.645916,1957,2800,CONCRETE,METAL,2,VACANT,B,3,788952.38,2023-03-21T00:00:00,2023-08-01T00:00:00
PROP-0001314,5973 Bay Pl,Huntsville,AL,36122,Huntsville County,41.8503668,-116.4254927,1991,3800,STEEL,METAL,1,PRIMARY,X,5,713903.38,2024-03-19T00:00:00,2024-07-30T00:00:00
PROP-0001315,1041 Magnolia Ave,Mobile,AL,36358,Mobile County,30.9993038,-109.6957712,1987,1700,MASONRY,METAL,2,RENTAL,AE,5,915994.35,2023-10-31T00:00:00,2024-02-28T00:00:00
PROP-0001316,3402 Willow Way,Charlotte,NC,28764,Charlotte County,25.2888056,-89.8766139,1968,2800,STEEL,SHINGLE,2,VACANT,A,2,659657.15,2021-02-17T00:00:00,2021-02-28T00:00:00
PROP-0001317,3576 Willow Way,Naperville,IL,60132,Naperville County,25.7687767,-93.4777936,1984,1100,WOOD,SLATE,2,SECONDARY,A,5,1183139.9,2020-11-11T00:00:00,2021-01-21T00:00:00
PROP-0001318,9576 Oak Way,Dallas,TX,79018,Dallas County,39.0024325,-103.0722627,1984,3900,WOOD,FLAT,1,RENTAL,C,2,868438.92,2023-09-30T00:00:00,2023-10-28T00:00:00
PROP-0001319,4528 Willow St,Myrtle Beach,SC,29450,Myrtle Beach County,40.5443404,-103.5822975,1999,3000,STEEL,WOOD_SHAKE,2,PRIMARY,C,4,989112.13,2023-06-02T00:00:00,2023-07-29T00:00:00
PROP-0001320,9676 Laurel St,Naperville,IL,60494,Naperville County,41.7040476,-123.9520505,1952,4700,CONCRETE,METAL,1,PRIMARY,VE,1,582359.41,2021-11-20T00:00:00,2022-04-04T00:00:00
PROP-0001321,4693 Birch St,Springfield,IL,61434,Springfield County,39.3545284,-117.2431463,1992,2200,FRAME,SLATE,2,VACANT,X500,3,836278.36,2022-12-02T00:00:00,2023-03-29T00:00:00
PROP-0001322,5158 Maple Way,Augusta,GA,30897,Augusta County,33.8855741,-117.0054561,1964,800,WOOD,SLATE,2,SECONDARY,C,5,1320784.56,2023-09-06T00:00:00,2024-03-02T00:00:00
PROP-0001323,6985 Cedar Dr,San Diego,CA,94138,San Diego County,27.8613596,-84.7739899,1963,900,MANUFACTURED,WOOD_SHAKE,1,VACANT,B,2,732130.2,2023-03-14T00:00:00,2023-07-15T00:00:00
PROP-0001324,3253 Hickory St,Raleigh,NC,28261,Raleigh County,28.0904861,-98.0243586,1962,5000,MANUFACTURED,WOOD_SHAKE,1,PRIMARY,AE,4,848052.96,2022-06-27T00:00:00,2022-08-04T00:00:00
PROP-0001325,5668 Birch Ln,Raleigh,NC,28389,Raleigh County,34.3289093,-87.2170755,1998,3400,MASONRY,TILE,1,SECONDARY,VE,4,249046.9,2022-01-10T00:00:00,2022-06-18T00:00:00
PROP-0001326,3835 Cypress St,Los Angeles,CA,90264,Los Angeles County,30.3780929,-111.9997604,1969,4200,MANUFACTURED,WOOD_SHAKE,2,RENTAL,X500,4,904913.45,2020-12-16T00:00:00,2021-06-14T00:00:00
PROP-0001327,8233 Magnolia Ct,Charlotte,NC,27685,Charlotte County,33.9221324,-80.4913515,2006,4200,WOOD,SLATE,2,VACANT,VE,4,810147.44,2022-05-11T00:00:00,2022-08-09T00:00:00
PROP-0001328,9971 Oak Ln,Chicago,IL,61175,Chicago County,41.7886257,-90.4673537,1991,4800,STEEL,TILE,2,SECONDARY,B,5,806651.54,2022-10-08T00:00:00,2023-01-21T00:00:00
PROP-0001329,7947 Palm Ave,Charleston,SC,29240,Charleston County,35.092523,-94.0246145,1969,1900,FRAME,WOOD_SHAKE,2,PRIMARY,C,1,856998.49,2020-02-04T00:00:00,2020-06-22T00:00:00
PROP-0001330,8947 Willow Way,Dallas,TX,79122,Dallas County,33.6826405,-118.1121356,2022,900,MANUFACTURED,FLAT,1,VACANT,X,5,132040.06,2023-08-18T00:00:00,2023-09-17T00:00:00
PROP-0001331,7981 Walnut Blvd,Jacksonville,FL,33881,Jacksonville County,27.4476349,-99.6557128,1966,2200,MASONRY,METAL,3,VACANT,B,5,1361010.61,2021-03-25T00:00:00,2021-04-05T00:00:00
PROP-0001332,8141 Magnolia Pl,Myrtle Beach,SC,29888,Myrtle Beach County,32.034017,-101.1831663,1955,2200,MASONRY,METAL,1,VACANT,A,4,708008.05,2022-05-11T00:00:00,2022-06-05T00:00:00
