claim_id,policy_id,claim_date,reported_date,closed_date,claim_type,claim_status,claim_amount,approved_amount,deductible_applied,adjuster_id,cause_of_loss,description,created_at,updated_at
CLM-0000398,POL-0002000,2024-12-17,2024-12-20,2025-04-03,WIND_DAMAGE,CLOSED,24407.7,23756.43,5000.0,ADJ-0097,SINKHOLE,Claim for wind damage,2024-12-20T00:00:00,2025-04-03T00:00:00
CLM-0000399,POL-0002002,2024-01-04,2024-01-17,,FIRE,DENIED,25362.6,0,0,ADJ-0160,BURST_PIPE,Claim for fire damage,2024-01-17T00:00:00,2024-01-20T00:00:00
CLM-0000400,POL-0002013,2022-11-16,2022-11-22,,HAIL,APPROVED,221220.69,148931.27,500.0,ADJ-0043,HURRICANE,Claim for sinkhole damage,2022-11-22T00:00:00,2022-12-10T00:00:00
CLM-0000401,POL-0002017,2023-03-15,2023-03-21,,LIABILITY,OPEN,95519.97,0,0,ADJ-0187,BURST_PIPE,Claim for sinkhole damage,2023-03-21T00:00:00,2023-04-20T00:00:00
CLM-0000402,POL-0002031,2023-11-29,2023-12-09,,LIABILITY,REOPENED,170226.27,0,0,ADJ-0174,SINKHOLE,Claim for sinkhole damage,2023-12-09T00:00:00,2024-01-06T00:00:00
CLM-0000403,POL-0002032,2025-09-01,2025-09-09,,HAIL,REOPENED,850.76,0,0,ADJ-0132,TORNADO,Claim for fire damage,2025-09-09T00:00:00,2025-09-29T00:00:00
CLM-0000404,POL-0002039,2022-03-21,2022-03-24,,WIND_DAMAGE,UNDER_REVIEW,88028.1,0,0,ADJ-0044,BURST_PIPE,Claim for hurricane damage,2022-03-24T00:00:00,2022-04-15T00:00:00
CLM-0000405,POL-0002060,2022-05-22,2022-05-29,,LIABILITY,UNDER_REVIEW,70105.66,0,0,ADJ-0050,FIRE,Claim for fire damage,2022-05-29T00:00:00,2022-06-20T00:00:00
CLM-0000406,POL-0002061,2024-03-08,2024-03-09,2024-05-01,WIND_DAMAGE,CLOSED,151864.01,93568.19,1000.0,ADJ-0045,VANDALISM,Claim for hail damage,2024-03-09T00:00:00,2024-05-01T00:00:00
CLM-0000407,POL-0002061,2024-01-19,2024-01-24,,FIRE,DENIED,155909.97,0,0,ADJ-0143,TREE_FALL,Claim for flood damage,2024-01-24T00:00:00,2024-01-31T00:00:00
CLM-0000408,POL-0002064,2023-05-02,2023-05-06,,FLOOD,APPROVED,23018.29,18058.48,1500.0,ADJ-0098,LIGHTNING,Claim for lightning damage,2023-05-06T00:00:00,2023-05-19T00:00:00
CLM-0000409,POL-0002064,2022-11-01,2022-11-11,,MOLD,DENIED,155253.06,0,0,ADJ-0020,HAIL,Claim for flood damage,2022-11-11T00:00:00,2022-11-28T00:00:00
CLM-0000410,POL-0002069,2024-02-03,2024-02-03,,LIABILITY,APPROVED,109585.11,71941.88,5000.0,ADJ-0083,THEFT,Claim for hail damage,2024-02-03T00:00:00,2024-02-19T00:00:00
CLM-0000411,POL-0002069,2023-09-22,2023-09-24,,FLOOD,REOPENED,49025.86,0,0,ADJ-0089,FLOOD,Claim for sinkhole damage,2023-09-24T00:00:00,2023-10-11T00:00:00
CLM-0000412,POL-0002075,2023-10-05,2023-10-18,,LIABILITY,APPROVED,189944.5,87321.55,1000.0,ADJ-0016,TREE_FALL,Claim for hail damage,2023-10-18T00:00:00,2023-10-26T00:00:00
CLM-0000413,POL-0002090,2024-01-22,2024-01-25,2024-06-08,PROPERTY_DAMAGE,CLOSED,110495.79,50401.47,2000.0,ADJ-0122,HURRICANE,Claim for wind damage,2024-01-25T00:00:00,2024-06-08T00:00:00
CLM-0000414,POL-0002090,2024-03-02,2024-03-03,,WIND_DAMAGE,DENIED,69636.41,0,0,ADJ-0122,WIND,Claim for burst pipe damage,2024-03-03T00:00:00,2024-03-20T00:00:00
CLM-0000415,POL-0002091,2024-03-27,2024-04-06,,FLOOD,UNDER_REVIEW,91031.59,0,0,ADJ-0198,SINKHOLE,Claim for tree fall damage,2024-04-06T00:00:00,2024-04-21T00:00:00
CLM-0000416,POL-0002091,2023-12-26,2024-01-04,,WIND_DAMAGE,DENIED,56362.48,0,0,ADJ-0156,HAIL,Claim for hail damage,2024-01-04T00:00:00,2024-01-14T00:00:00
CLM-0000417,POL-0002115,2023-03-08,2023-03-16,,THEFT,DENIED,4211.9,0,0,ADJ-0005,VANDALISM,Claim for tornado damage,2023-03-16T00:00:00,2023-03-29T00:00:00
CLM-0000418,POL-0002119,2021-08-12,2021-08-19,,PROPERTY_DAMAGE,OPEN,172740.71,0,0,ADJ-0050,SINKHOLE,Claim for tree fall damage,2021-08-19T00:00:00,2021-09-02T00:00:00
CLM-0000419,POL-0002121,2025-05-06,2025-05-13,,THEFT,APPROVED,60724.9,36811.17,2000.0,ADJ-0013,BURST_PIPE,Claim for lightning damage,2025-05-13T00:00:00,2025-06-06T00:00:00
CLM-0000420,POL-0002137,2024-09-21,2024-09-26,,FIRE,DENIED,159748.36,0,0,ADJ-0025,SINKHOLE,Claim for wind damage,2024-09-26T00:00:00,2024-10-06T00:00:00
CLM-0000421,POL-0002139,2021-10-29,2021-11-05,,HAIL,OPEN,235287.16,0,0,ADJ-0026,WIND,Claim for sinkhole damage,2021-11-05T00:00:00,2021-11-07T00:00:00
CLM-0000422,POL-0002139,2022-08-18,2022-08-27,,FIRE,APPROVED,241053.28,140379.23,5000.0,ADJ-0144,FIRE,Claim for lightning damage,2022-08-27T00:00:00,2022-08-28T00:00:00
CLM-0000423,POL-0002140,2024-10-30,2024-11-06,2025-01-06,PROPERTY_DAMAGE,CLOSED,60963.14,57425.06,2500.0,ADJ-0186,BURST_PIPE,Claim for fire damage,2024-11-06T00:00:00,2025-01-06T00:00:00
CLM-0000424,POL-0002140,2024-07-03,2024-07-14,,THEFT,APPROVED,155041.49,74068.37,2500.0,ADJ-0084,SINKHOLE,Claim for wind damage,2024-07-14T00:00:00,2024-07-31T00:00:00
CLM-0000425,POL-0002151,2026-02-04,2026-02-18,,THEFT,UNDER_REVIEW,53061.26,0,0,ADJ-0063,TORNADO,Claim for vandalism damage,2026-02-18T00:00:00,2026-02-28T00:00:00
CLM-0000426,POL-0002157,2022-01-05,2022-01-16,2022-01-23,WATER_DAMAGE,CLOSED,185786.98,178226.11,2000.0,ADJ-0051,LIGHTNING,Claim for lightning damage,2022-01-16T00:00:00,2022-01-23T00:00:00
CLM-0000427,POL-0002157,2021-05-28,2021-05-29,,HAIL,REOPENED,56692.38,0,0,ADJ-0160,TORNADO,Claim for sinkhole damage,2021-05-29T00:00:00,2021-06-07T00:00:00
CLM-0000428,POL-0002160,2022-09-20,2022-09-28,2023-02-17,FIRE,CLOSED,96362.42,30715.48,1000.0,ADJ-0074,HURRICANE,Claim for fire damage,2022-09-28T00:00:00,2023-02-17T00:00:00
CLM-0000429,POL-0002162,2023-08-22,2023-08-29,2023-10-31,THEFT,CLOSED,243149.37,156169.09,2500.0,ADJ-0055,THEFT,Claim for wind damage,2023-08-29T00:00:00,2023-10-31T00:00:00
CLM-0000430,POL-0002162,2024-04-04,2024-04-17,,WIND_DAMAGE,DENIED,105995.03,0,0,ADJ-0146,TREE_FALL,Claim for hail damage,2024-04-17T00:00:00,2024-05-13T00:00:00
CLM-0000431,POL-0002165,2025-10-25,2025-10-28,,MOLD,APPROVED,17594.3,7864.99,500.0,ADJ-0032,LIGHTNING,Claim for tornado damage,2025-10-28T00:00:00,2025-11-14T00:00:00
CLM-0000432,POL-0002166,2021-10-26,2021-11-02,2021-12-17,OTHER,CLOSED,36646.37,21914.26,2000.0,ADJ-0046,WIND,Claim for burst pipe damage,2021-11-02T00:00:00,2021-12-17T00:00:00
CLM-0000433,POL-0002166,2022-03-12,2022-03-21,,WIND_DAMAGE,APPROVED,46679.6,29643.03,2000.0,ADJ-0035,BURST_PIPE,Claim for burst pipe damage,2022-03-21T00:00:00,2022-04-03T00:00:00
CLM-0000434,POL-0002170,2023-03-30,2023-04-06,,FLOOD,REOPENED,15818.89,0,0,ADJ-0029,LIGHTNING,Claim for theft damage,2023-04-06T00:00:00,2023-04-28T00:00:00
CLM-0000435,POL-0002177,2021-06-17,2021-06-26,,FLOOD,UNDER_REVIEW,153677.49,0,0,ADJ-0087,HAIL,Claim for lightning damage,2021-06-26T00:00:00,2021-07-24T00:00:00
CLM-0000436,POL-0002177,2021-06-07,2021-06-11,,WIND_DAMAGE,REOPENED,26730.97,0,0,ADJ-0045,HAIL,Claim for fire damage,2021-06-11T00:00:00,2021-07-04T00:00:00
CLM-0000437,POL-0002177,2021-08-19,2021-08-21,,LIABILITY,REOPENED,246140.2,0,0,ADJ-0147,WIND,Claim for theft damage,2021-08-21T00:00:00,2021-08-25T00:00:00
CLM-0000438,POL-0002184,2024-05-08,2024-05-08,,THEFT,REOPENED,8795.82,0,0,ADJ-0122,WIND,Claim for sinkhole damage,2024-05-08T00:00:00,2024-05-10T00:00:00
CLM-0000439,POL-0002187,2022-04-05,2022-04-14,2022-10-04,FLOOD,CLOSED,116025.06,75778.3,1500.0,ADJ-0182,LIGHTNING,Claim for lightning damage,2022-04-14T00:00:00,2022-10-04T00:00:00
CLM-0000440,POL-0002187,2022-10-30,2022-10-31,,MOLD,REOPENED,189524.14,0,0,ADJ-0196,THEFT,Claim for sinkhole damage,2022-10-31T00:00:00,2022-11-15T00:00:00
CLM-0000441,POL-0002195,2021-04-05,2021-04-12,,WIND_DAMAGE,APPROVED,12108.93,3976.76,1000.0,ADJ-0197,FLOOD,Claim for tornado damage,2021-04-12T00:00:00,2021-04-16T00:00:00
CLM-0000442,POL-0002195,2022-02-27,2022-03-13,,OTHER,UNDER_REVIEW,60119.43,0,0,ADJ-0133,WIND,Claim for tornado damage,2022-03-13T00:00:00,2022-04-01T00:00:00
CLM-0000443,POL-0002199,2024-07-15,2024-07-23,,FIRE,REOPENED,96142.04,0,0,ADJ-0140,SINKHOLE,Claim for lightning damage,2024-07-23T00:00:00,2024-08-19T00:00:00
CLM-0000444,POL-0002203,2021-06-16,2021-06-23,,HAIL,OPEN,204560.3,0,0,ADJ-0022,FIRE,Claim for flood damage,2021-06-23T00:00:00,2021-06-30T00:00:00
CLM-0000445,POL-0002203,2021-05-27,2021-06-09,,THEFT,REOPENED,154903.42,0,0,ADJ-0120,TREE_FALL,Claim for lightning damage,2021-06-09T00:00:00,2021-07-09T00:00:00
CLM-0000446,POL-0002237,2025-01-26,2025-01-27,,PROPERTY_DAMAGE,REOPENED,216456.65,0,0,ADJ-0179,TREE_FALL,Claim for burst pipe damage,2025-01-27T00:00:00,2025-02-20T00:00:00
CLM-0000447,POL-0002237,2024-09-30,2024-10-10,,WIND_DAMAGE,OPEN,186939.2,0,0,ADJ-0137,WIND,Claim for flood damage,2024-10-10T00:00:00,2024-10-20T00:00:00
CLM-0000448,POL-0002247,2021-07-01,2021-07-12,,FLOOD,REOPENED,18819.77,0,0,ADJ-0072,TREE_FALL,Claim for vandalism damage,2021-07-12T00:00:00,2021-07-30T00:00:00
CLM-0000449,POL-0002247,2021-08-07,2021-08-08,,PROPERTY_DAMAGE,UNDER_REVIEW,63405.32,0,0,ADJ-0018,VANDALISM,Claim for theft damage,2021-08-08T00:00:00,2021-09-06T00:00:00
CLM-0000450,POL-0002247,2021-07-13,2021-07-20,,OTHER,DENIED,39847.76,0,0,ADJ-0102,FIRE,Claim for burst pipe damage,2021-07-20T00:00:00,2021-08-08T00:00:00
CLM-0000451,POL-0002250,2021-09-19,2021-10-03,,OTHER,OPEN,233016.53,0,0,ADJ-0136,THEFT,Claim for lightning damage,2021-10-03T00:00:00,2021-10-27T00:00:00
CLM-0000452,POL-0002250,2021-12-28,2021-12-30,,MOLD,DENIED,195157.03,0,0,ADJ-0023,VANDALISM,Claim for sinkhole damage,2021-12-30T00:00:00,2022-01-16T00:00:00
CLM-0000453,POL-0002252,2023-11-28,2023-12-10,,OTHER,OPEN,58042.73,0,0,ADJ-0011,SINKHOLE,Claim for burst pipe damage,2023-12-10T00:00:00,2023-12-15T00:00:00
CLM-0000454,POL-0002256,2023-07-20,2023-07-28,,OTHER,REOPENED,120120.22,0,0,ADJ-0021,TORNADO,Claim for sinkhole damage,2023-07-28T00:00:00,2023-08-06T00:00:00
CLM-0000455,POL-0002261,2023-09-28,2023-10-01,,WATER_DAMAGE,APPROVED,28628.07,27184.2,1500.0,ADJ-0033,VANDALISM,Claim for tornado damage,2023-10-01T00:00:00,2023-10-04T00:00:00
CLM-0000456,POL-0002265,2024-11-26,2024-12-07,,PROPERTY_DAMAGE,REOPENED,119817.89,0,0,ADJ-0132,HURRICANE,Claim for tornado damage,2024-12-07T00:00:00,2024-12-29T00:00:00
CLM-0000457,POL-0002265,2025-04-08,2025-04-14,2025-09-29,THEFT,CLOSED,146939.15,129018.79,500.0,ADJ-0142,WIND,Claim for hail damage,2025-04-14T00:00:00,2025-09-29T00:00:00
CLM-0000458,POL-0002285,2022-07-12,2022-07-26,,PROPERTY_DAMAGE,REOPENED,163812.31,0,0,ADJ-0158,THEFT,Claim for flood damage,2022-07-26T00:00:00,2022-08-16T00:00:00
CLM-0000459,POL-0002285,2022-01-31,2022-02-02,,PROPERTY_DAMAGE,OPEN,28266.46,0,0,ADJ-0115,SINKHOLE,Claim for tree fall damage,2022-02-02T00:00:00,2022-02-05T00:00:00
CLM-0000460,POL-0002288,2022-06-11,2022-06-17,,FLOOD,APPROVED,227872.64,131005.76,1000.0,ADJ-0136,VANDALISM,Claim for hail damage,2022-06-17T00:00:00,2022-07-10T00:00:00
CLM-0000461,POL-0002291,2021-07-13,2021-07-19,,HAIL,DENIED,152994.05,0,0,ADJ-0086,HURRICANE,Claim for hail damage,2021-07-19T00:00:00,2021-08-06T00:00:00
CLM-0000462,POL-0002299,2023-05-05,2023-05-10,2023-09-26,FLOOD,CLOSED,211443.44,109841.12,1500.0,ADJ-0096,FLOOD,Claim for lightning damage,2023-05-10T00:00:00,2023-09-26T00:00:00
CLM-0000463,POL-0002305,2022-03-05,2022-03-08,,LIABILITY,UNDER_REVIEW,223602.05,0,0,ADJ-0039,VANDALISM,Claim for tornado damage,2022-03-08T00:00:00,2022-03-25T00:00:00
CLM-0000464,POL-0002305,2022-03-31,2022-04-04,,MOLD,DENIED,211897.14,0,0,ADJ-0075,FLOOD,Claim for hail damage,2022-04-04T00:00:00,2022-04-23T00:00:00
CLM-0000465,POL-0002309,2023-01-06,2023-01-16,,MOLD,OPEN,181737.26,0,0,ADJ-0110,LIGHTNING,Claim for wind damage,2023-01-16T00:00:00,2023-01-17T00:00:00
CLM-0000466,POL-0002313,2022-01-29,2022-02-02,,WATER_DAMAGE,REOPENED,64344.81,0,0,ADJ-0193,WIND,Claim for tree fall damage,2022-02-02T00:00:00,2022-02-26T00:00:00
CLM-0000467,POL-0002316,2023-05-17,2023-05-21,,MOLD,DENIED,129543.6,0,0,ADJ-0126,FIRE,Claim for hail damage,2023-05-21T00:00:00,2023-06-07T00:00:00
CLM-0000468,POL-0002337,2025-02-27,2025-03-10,,OTHER,DENIED,213133.95,0,0,ADJ-0163,HURRICANE,Claim for flood damage,2025-03-10T00:00:00,2025-04-08T00:00:00
CLM-0000469,POL-0002339,2022-04-21,2022-04-29,,WATER_DAMAGE,DENIED,55773.15,0,0,ADJ-0144,FIRE,Claim for hail damage,2022-04-29T00:00:00,2022-05-07T00:00:00
CLM-0000470,POL-0002340,2025-11-29,2025-12-06,,HAIL,OPEN,27295.46,0,0,ADJ-0170,HURRICANE,Claim for burst pipe damage,2025-12-06T00:00:00,2025-12-27T00:00:00
CLM-0000471,POL-0002342,2025-07-12,2025-07-19,,FIRE,REOPENED,142101.89,0,0,ADJ-0037,FIRE,Claim for vandalism damage,2025-07-19T00:00:00,2025-07-31T00:00:00
CLM-0000472,POL-0002348,2024-02-28,2024-02-29,,THEFT,APPROVED,128098.43,59629.8,1000.0,ADJ-0098,WIND,Claim for wind damage,2024-02-29T00:00:00,2024-03-15T00:00:00
CLM-0000473,POL-0002348,2024-07-10,2024-07-12,,PROPERTY_DAMAGE,OPEN,163717.96,0,0,ADJ-0111,TORNADO,Claim for wind damage,2024-07-12T00:00:00,2024-08-08T00:00:00
CLM-0000474,POL-0002348,2024-02-10,2024-02-15,,PROPERTY_DAMAGE,APPROVED,107550.42,93187.47,1000.0,ADJ-0057,HAIL,Claim for wind damage,2024-02-15T00:00:00,2024-03-03T00:00:00
CLM-0000475,POL-0002354,2022-03-20,2022-03-21,,LIABILITY,OPEN,202822.8,0,0,ADJ-0145,TORNADO,Claim for theft damage,2022-03-21T00:00:00,2022-04-06T00:00:00
CLM-0000476,POL-0002366,2025-10-19,2025-10-31,,THEFT,UNDER_REVIEW,70800.28,0,0,ADJ-0180,FIRE,Claim for fire damage,2025-10-31T00:00:00,2025-11-02T00:00:00
CLM-0000477,POL-0002371,2022-01-08,2022-01-10,,FIRE,APPROVED,48960.27,38784.76,5000.0,ADJ-0030,TORNADO,Claim for lightning damage,2022-01-10T00:00:00,2022-02-06T00:00:00
CLM-0000478,POL-0002397,2023-12-01,2023-12-06,,PROPERTY_DAMAGE,DENIED,211267.81,0,0,ADJ-0013,HAIL,Claim for tree fall damage,2023-12-06T00:00:00,2023-12-23T00:00:00
CLM-0000479,POL-0002397,2024-04-24,2024-04-26,,LIABILITY,UNDER_REVIEW,46404.98,0,0,ADJ-0073,TORNADO,Claim for tornado damage,2024-04-26T00:00:00,2024-05-23T00:00:00
CLM-0000480,POL-0002401,2022-10-28,2022-11-10,,OTHER,REOPENED,135850.15,0,0,ADJ-0157,TREE_FALL,Claim for burst pipe damage,2022-11-10T00:00:00,2022-12-04T00:00:00
CLM-0000481,POL-0002406,2022-08-26,2022-09-05,2022-09-21,FIRE,CLOSED,156426.63,140595.96,1000.0,ADJ-0136,FIRE,Claim for sinkhole damage,2022-09-05T00:00:00,2022-09-21T00:00:00
CLM-0000482,POL-0002412,2021-11-08,2021-11-13,2022-02-28,PROPERTY_DAMAGE,CLOSED,214055.67,92328.63,500.0,ADJ-0179,HURRICANE,Claim for tornado damage,2021-11-13T00:00:00,2022-02-28T00:00:00
CLM-0000483,POL-0002430,2025-05-23,2025-05-28,,WATER_DAMAGE,DENIED,171205.99,0,0,ADJ-0108,FLOOD,Claim for fire damage,2025-05-28T00:00:00,2025-05-30T00:00:00
CLM-0000484,POL-0002432,2023-05-26,2023-06-01,,FIRE,UNDER_REVIEW,60755.67,0,0,ADJ-0078,FIRE,Claim for wind damage,2023-06-01T00:00:00,2023-06-04T00:00:00
CLM-0000485,POL-0002436,2025-08-01,2025-08-09,,OTHER,DENIED,118927.57,0,0,ADJ-0058,VANDALISM,Claim for wind damage,2025-08-09T00:00:00,2025-08-10T00:00:00
CLM-0000486,POL-0002436,2025-04-22,2025-04-23,,MOLD,REOPENED,167414.93,0,0,ADJ-0149,THEFT,Claim for flood damage,2025-04-23T00:00:00,2025-05-05T00:00:00
CLM-0000487,POL-0002437,2024-01-18,2024-01-25,,FLOOD,OPEN,134352.46,0,0,ADJ-0109,SINKHOLE,Claim for lightning damage,2024-01-25T00:00:00,2024-02-03T00:00:00
CLM-0000488,POL-0002444,2022-07-05,2022-07-09,2022-09-25,HAIL,CLOSED,134744.33,112687.41,500.0,ADJ-0106,THEFT,Claim for burst pipe damage,2022-07-09T00:00:00,2022-09-25T00:00:00
CLM-0000489,POL-0002449,2024-04-11,2024-04-18,,FIRE,REOPENED,134125.91,0,0,ADJ-0156,WIND,Claim for tornado damage,2024-04-18T00:00:00,2024-04-24T00:00:00
CLM-0000490,POL-0002456,2021-09-25,2021-10-02,,THEFT,REOPENED,142752.69,0,0,ADJ-0072,LIGHTNING,Claim for tree fall damage,2021-10-02T00:00:00,2021-10-31T00:00:00
CLM-0000491,POL-0002467,2024-04-03,2024-04-10,2024-08-20,MOLD,CLOSED,228281.72,164849.22,1000.0,ADJ-0048,THEFT,Claim for flood damage,2024-04-10T00:00:00,2024-08-20T00:00:00
CLM-0000492,POL-0002473,2024-07-27,2024-07-31,,LIABILITY,REOPENED,116504.7,0,0,ADJ-0078,WIND,Claim for vandalism damage,2024-07-31T00:00:00,2024-08-14T00:00:00
CLM-0000493,POL-0002482,2021-05-18,2021-05-19,2021-10-02,LIABILITY,CLOSED,201319.33,186431.51,1000.0,ADJ-0030,TREE_FALL,Claim for tornado damage,2021-05-19T00:00:00,2021-10-02T00:00:00
CLM-0000494,POL-0002491,2023-12-06,2023-12-11,2024-02-16,PROPERTY_DAMAGE,CLOSED,187850.19,179654.98,2500.0,ADJ-0092,FIRE,Claim for theft damage,2023-12-11T00:00:00,2024-02-16T00:00:00
CLM-0000495,POL-0002491,2024-10-02,2024-10-03,,OTHER,REOPENED,11282.73,0,0,ADJ-0196,HURRICANE,Claim for flood damage,2024-10-03T00:00:00,2024-10-15T00:00:00
CLM-0000496,POL-0002516,2025-05-08,2025-05-12,,WIND_DAMAGE,APPROVED,147270.69,130644.11,5000.0,ADJ-0054,FIRE,Claim for fire damage,2025-05-12T00:00:00,2025-06-02T00:00:00
CLM-0000497,POL-0002521,2022-12-26,2022-12-30,,MOLD,UNDER_REVIEW,157234.46,0,0,ADJ-0065,THEFT,Claim for vandalism damage,2022-12-30T00:00:00,2023-01-22T00:00:00
CLM-0000498,POL-0002525,2024-04-23,2024-04-23,,PROPERTY_DAMAGE,APPROVED,35494.67,22585.36,1000.0,ADJ-0076,SINKHOLE,Claim for burst pipe damage,2024-04-23T00:00:00,2024-05-20T00:00:00
CLM-0000499,POL-0002530,2021-12-03,2021-12-14,,OTHER,DENIED,232870.8,0,0,ADJ-0106,LIGHTNING,Claim for tree fall damage,2021-12-14T00:00:00,2021-12-25T00:00:00
CLM-0000500,POL-0002530,2022-03-14,2022-03-23,2022-08-18,WATER_DAMAGE,CLOSED,187363.13,150466.0,2500.0,ADJ-0179,VANDALISM,Claim for hurricane damage,2022-03-23T00:00:00,2022-08-18T00:00:00
CLM-0000501,POL-0002555,2024-08-21,2024-09-02,,WATER_DAMAGE,OPEN,221105.29,0,0,ADJ-0151,THEFT,Claim for flood damage,2024-09-02T00:00:00,2024-09-23T00:00:00
CLM-0000502,POL-0002558,2021-12-09,2021-12-20,2022-03-05,WIND_DAMAGE,CLOSED,52148.83,45088.36,1500.0,ADJ-0187,SINKHOLE,Claim for burst pipe damage,2021-12-20T00:00:00,2022-03-05T00:00:00
CLM-0000503,POL-0002560,2024-07-07,2024-07-07,,FIRE,OPEN,85198.99,0,0,ADJ-0177,TORNADO,Claim for fire damage,2024-07-07T00:00:00,2024-07-21T00:00:00
CLM-0000504,POL-0002572,2021-06-13,2021-06-21,,WATER_DAMAGE,DENIED,151725.18,0,0,ADJ-0008,FIRE,Claim for tree fall damage,2021-06-21T00:00:00,2021-06-26T00:00:00
CLM-0000505,POL-0002578,2023-06-28,2023-07-10,,OTHER,DENIED,230810.78,0,0,ADJ-0150,HAIL,Claim for burst pipe damage,2023-07-10T00:00:00,2023-08-07T00:00:00
CLM-0000506,POL-0002578,2022-12-09,2022-12-17,,OTHER,OPEN,83248.73,0,0,ADJ-0163,HURRICANE,Claim for hail damage,2022-12-17T00:00:00,2022-12-18T00:00:00
CLM-0000507,POL-0002580,2023-10-21,2023-10-23,,OTHER,DENIED,141576.28,0,0,ADJ-0050,FIRE,Claim for lightning damage,2023-10-23T00:00:00,2023-11-11T00:00:00
CLM-0000508,POL-0002580,2024-05-14,2024-05-15,2024-10-26,FLOOD,CLOSED,61106.19,59743.79,5000.0,ADJ-0048,BURST_PIPE,Claim for tree fall damage,2024-05-15T00:00:00,2024-10-26T00:00:00
CLM-0000509,POL-0002585,2023-06-26,2023-06-28,2023-11-23,FLOOD,CLOSED,188676.34,124969.23,1500.0,ADJ-0100,FLOOD,Claim for wind damage,2023-06-28T00:00:00,2023-11-23T00:00:00
CLM-0000510,POL-0002585,2023-01-26,2023-02-02,,WATER_DAMAGE,DENIED,245292.29,0,0,ADJ-0119,HAIL,Claim for tree fall damage,2023-02-02T00:00:00,2023-02-15T00:00:00
CLM-0000511,POL-0002597,2022-09-08,2022-09-13,2023-01-18,PROPERTY_DAMAGE,CLOSED,35679.07,35013.55,2000.0,ADJ-0104,TREE_FALL,Claim for fire damage,2022-09-13T00:00:00,2023-01-18T00:00:00
CLM-0000512,POL-0002615,2022-12-09,2022-12-10,2022-12-30,FIRE,CLOSED,198920.87,99637.31,2500.0,ADJ-0005,TREE_FALL,Claim for theft damage,2022-12-10T00:00:00,2022-12-30T00:00:00
CLM-0000513,POL-0002615,2022-09-18,2022-09-24,,WATER_DAMAGE,OPEN,143837.15,0,0,ADJ-0034,WIND,Claim for hurricane damage,2022-09-24T00:00:00,2022-10-08T00:00:00
CLM-0000514,POL-0002625,2024-08-10,2024-08-16,,LIABILITY,REOPENED,145604.19,0,0,ADJ-0117,TORNADO,Claim for fire damage,2024-08-16T00:00:00,2024-08-20T00:00:00
CLM-0000515,POL-0002625,2024-07-25,2024-07-27,,PROPERTY_DAMAGE,UNDER_REVIEW,101367.71,0,0,ADJ-0088,LIGHTNING,Claim for burst pipe damage,2024-07-27T00:00:00,2024-08-23T00:00:00
CLM-0000516,POL-0002625,2024-11-15,2024-11-28,,THEFT,DENIED,170898.86,0,0,ADJ-0062,FIRE,Claim for flood damage,2024-11-28T00:00:00,2024-11-30T00:00:00
CLM-0000517,POL-0002632,2025-08-08,2025-08-16,2025-11-21,THEFT,CLOSED,175497.07,54149.23,1000.0,ADJ-0169,BURST_PIPE,Claim for tornado damage,2025-08-16T00:00:00,2025-11-21T00:00:00
CLM-0000518,POL-0002632,2025-08-17,2025-08-23,,LIABILITY,REOPENED,213949.82,0,0,ADJ-0076,FLOOD,Claim for sinkhole damage,2025-08-23T00:00:00,2025-09-08T00:00:00
CLM-0000519,POL-0002634,2025-10-07,2025-10-12,,WIND_DAMAGE,APPROVED,194758.26,100659.21,5000.0,ADJ-0017,LIGHTNING,Claim for tornado damage,2025-10-12T00:00:00,2025-11-11T00:00:00
CLM-0000520,POL-0002656,2021-11-23,2021-11-24,2022-03-27,MOLD,CLOSED,241927.52,238837.49,1500.0,ADJ-0014,VANDALISM,Claim for flood damage,2021-11-24T00:00:00,2022-03-27T00:00:00
CLM-0000521,POL-0002656,2022-04-11,2022-04-25,,FIRE,REOPENED,93375.27,0,0,ADJ-0173,VANDALISM,Claim for vandalism damage,2022-04-25T00:00:00,2022-05-10T00:00:00
CLM-0000522,POL-0002665,2023-08-26,2023-08-26,,MOLD,DENIED,125021.15,0,0,ADJ-0053,HURRICANE,Claim for wind damage,2023-08-26T00:00:00,2023-09-25T00:00:00
CLM-0000523,POL-0002665,2023-04-17,2023-04-30,,THEFT,OPEN,185056.04,0,0,ADJ-0052,FLOOD,Claim for lightning damage,2023-04-30T00:00:00,2023-05-24T00:00:00
CLM-0000524,POL-0002669,2022-09-26,2022-09-27,,OTHER,REOPENED,173699.76,0,0,ADJ-0030,LIGHTNING,Claim for tree fall damage,2022-09-27T00:00:00,2022-10-17T00:00:00
CLM-0000525,POL-0002672,2024-10-29,2024-11-07,,WATER_DAMAGE,DENIED,60853.83,0,0,ADJ-0102,LIGHTNING,Claim for fire damage,2024-11-07T00:00:00,2024-11-20T00:00:00
CLM-0000526,POL-0002672,2025-01-19,2025-01-31,,MOLD,REOPENED,161826.48,0,0,ADJ-0198,HURRICANE,Claim for flood damage,2025-01-31T00:00:00,2025-02-08T00:00:00
CLM-0000527,POL-0002679,2023-03-08,2023-03-14,,THEFT,UNDER_REVIEW,94524.19,0,0,ADJ-0126,SINKHOLE,Claim for hurricane damage,2023-03-14T00:00:00,2023-03-22T00:00:00
